"","geneID","EE_0-SRS004859","EE_30-SRS269390","EE_60-SRS269389","EE-210-SRS174229","EE-240-SRS001790","EE-300-SRS150938","EE-330-SRS001791","EE-360-SRS004864","EE-390-SRS003000","EE-420-SRS174140","EE-450-SRS001789","EE-480-SRS178501","EE-510-SRS266278","EE-540-SRS266272","EE-570-SRS266261","EE-600-SRS266262","EE-630-SRS266263","EE-660-SRS266264","EE-690-SRS266273","EE-720-SRS266279","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"1571","WBGene00020428",0.120645049265557,0,0.207830502586632,0,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0.0474812006495238,0.0802792658766197,"irld-48","T11F1.2","Insulin/EGF-Receptor L Domain protein","Receptor L-domain, Receptor L-domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1572","WBGene00020430",0,0,0,0,0.277963260345046,0,0.0541944293437689,0,0,0,0,0,0,0.036055281110768,0,0,0.0690648610901902,0.0781576827341277,0,0.0802792658766197,"irld-49","T11F1.6","Insulin/EGF-Receptor L Domain protein","Receptor L-domain, Receptor L-domain superfamily","CBG01502 | WBGene00024728",36.891,NA,NA,"CRE05745 | WBGene00053107",41.0673,NA,NA
"1573","WBGene00020452",0,0,0.207830502586632,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"fbxa-22","T12B5.5","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224",NA,NA,NA,NA,NA,NA,NA,NA
"1574","WBGene00020454",0,0,0,0,0.347454075431307,0,0,0.105365506620536,0,0,0.0629105265730604,0,0.0860107660535977,0,0,0,0,0,0,0.0802792658766197,"fbxa-56","T12B5.7","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species",NA,NA,NA,NA,NA,NA,NA,NA
"1575","WBGene00020523",0,0.103070065587606,0,0.126826258489036,0.138981630172523,0.0964253716559259,0,0,0.0569619265343806,0,0,0,0,0,0,0,0,0.0781576827341277,0,0.200698164691549,"dmsr-14","T15B7.11","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,NA,NA,NA,NA,NA,NA
"1576","WBGene00020525",0,0,0,0.253652516978073,0.0694908150862614,0,0.0541944293437689,0,0,0.048893854766085,0,0,0,0,0,0,0.0690648610901902,0.0781576827341277,0,0.0802792658766197,"dmsr-15","T15B7.13","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,"Cbn-dmsr-15 | WBGene00156542",43.8961,"CRE27278 | WBGene00052240",41.2987,NA,NA
"1577","WBGene00020534",0,0,0.103915251293316,0,0.277963260345046,0,0,0,0.227847706137522,0,0,0,0,0,0,0,0.0690648610901902,0.117236524101192,0,0,"fbxc-49","T16A1.3","F-box C protein","Protein of unknown function DUF3557",NA,NA,NA,NA,NA,NA,NA,NA
"1578","WBGene00020535",0,0.103070065587606,0,0,0,0,0.108388858687538,0,0.113923853068761,0,0,0,0,0.036055281110768,0,0,0,0.195394206835319,0,0.0802792658766197,"T16A1.4","T16A1.4","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1579","WBGene00020536",0,0,0,0.126826258489036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T16A1.5","T16A1.5","","",NA,NA,NA,NA,NA,NA,NA,NA
"1580","WBGene00020539",0,0,0,0,0.625417335776353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T16D1.1","T16D1.1","DUF19 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1581","WBGene00020603",0,0,0.103915251293316,0.126826258489036,0,0,0,0,0,0,0,0,0,0.0721105622215361,0,0,0.0690648610901902,0.0781576827341277,0,0.0401396329383098,"T20B12.5","T20B12.5","","",NA,NA,NA,NA,NA,NA,NA,NA
"1582","WBGene00020607",0,0,0,0.0634131292445182,0.277963260345046,0,0,0.105365506620536,0,0,0,0,0,0,0,0,0,0.117236524101192,0,0,"srab-20","T20D4.1","Serpentine Receptor, class AB (Class A-like)","7TM GPCR, serpentine receptor class ab (Srab)",NA,NA,NA,NA,NA,NA,NA,NA
"1583","WBGene00020608",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.156315365468255,0.0949624012990477,0,"srab-22","T20D4.2","Serpentine Receptor, class AB (Class A-like)","7TM GPCR, serpentine receptor class ab (Srab)",NA,NA,NA,NA,NA,NA,NA,NA
"1584","WBGene00020611",0,0,0,0,0.208472445258784,0.0964253716559259,0,0,0.113923853068761,0,0,0,0,0,0,0,0,0.0781576827341277,0.0949624012990477,0.0802792658766197,"txt-11","T20D4.5","Transcellular chaperone signaling (X)cross tissue","Peptide N glycanase, PAW domain, Galactose-binding-like domain superfamily, PAW domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1585","WBGene00020616",0,0,0,0,0,0,0,0,0,0,0,0,0.0860107660535977,0,0,0,0.0690648610901902,0,0,0,"T20D4.10","T20D4.10","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00775 | WBGene00024112",44.2786,"CBN26012 | WBGene00164737",41.791,"CRE05798 | WBGene00053178",46.2687,NA,NA
"1586","WBGene00020617",0,0,0,0.190239387733555,0,0,0,0,0.113923853068761,0,0,0,0.0430053830267988,0,0,0,0.207194583270571,0.156315365468255,0,0,"T20D4.11","T20D4.11","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00779 | WBGene00024115",27.1357,"CBN24428 | WBGene00163153",27.6382,"CRE05796 | WBGene00053176",28.1407,"CJA02426 | WBGene00121631",25.1256
"1587","WBGene00020620",0.0603225246327783,0.103070065587606,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T20D4.15","T20D4.15","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00775 | WBGene00024112",39.4444,"CBN26012 | WBGene00164737",33.8889,"CRE05798 | WBGene00053178",38.3333,NA,NA
"1588","WBGene00020623",0,0,0,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.312630730936511,0,0.0802792658766197,"srab-21","T20D4.18","Serpentine Receptor, class AB (Class A-like)","7TM GPCR, serpentine receptor class ab (Srab)",NA,NA,NA,NA,NA,NA,NA,NA
"1589","WBGene00020655",0,0,0,0.253652516978073,0.0694908150862614,0,0.216777717375075,0.105365506620536,0,0.146681564298255,0,0,0,0,0,0,0.103597291635285,0.0390788413670638,0.0474812006495238,0,"T21E12.3","T21E12.3","Peptidase S1 domain-containing protein","Serine proteases, trypsin domain, Peptidase S1A, chymotrypsin family, Chymotrypsin family Peptidase-S1, Peptidase S1, PA clan, Peptidase S1, PA clan, chymotrypsin-like fold","CBG25310 | WBGene00086724",55.2023,"CBN29659 | WBGene00191624",51.1561,"CRE23952 | WBGene00062412",55.2023,NA,NA
"1590","WBGene00020713",0,0,0.103915251293316,0.126826258489036,0.208472445258784,0,0,0,0,0.0977877095321699,0,0,0,0.0721105622215361,0,0,0,0,0,0,"T23B3.5","T23B3.5","","",NA,NA,NA,NA,NA,NA,"CJA15229 | WBGene00134433",56.3981
"1591","WBGene00020746",0,0,0,0,0.208472445258784,0,0,0,0,0,0.0314552632865302,0,0,0,0,0,0,0,0,0,"srbc-66","T24A6.5","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)","CBG18659 | WBGene00038039",45.4545,NA,NA,"CRE13043 | WBGene00063810",45.4545,NA,NA
"1592","WBGene00020749",0,0,0,0,0.138981630172523,0,0,0,0.113923853068761,0.0977877095321699,0,0,0,0.0721105622215361,0.14464982429205,0.042715950165693,0.103597291635285,0,0.0474812006495238,0.12041889881493,"srbc-67","T24A6.10","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,NA,NA,NA,NA
"1593","WBGene00020752",0,0,0.103915251293316,0.253652516978073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"srbc-68","T24A6.13","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,NA,NA,NA,NA
"1594","WBGene00020755",0,0,0.103915251293316,0,0,0,0.108388858687538,0,0.0569619265343806,0,0,0,0,0,0,0.042715950165693,0,0,0,0,"grl-31","T24A6.19","Ground-like domain-containing protein","Ground-like domain",NA,NA,NA,NA,"Cre-grl-27 | WBGene00056720",69.2308,NA,NA
"1595","WBGene00020859",0,0,0,0,0.208472445258784,0.0964253716559259,0.0541944293437689,0,0,0,0,0,0,0.0721105622215361,0.0723249121460252,0.0854319003313861,0.13812972218038,0.0390788413670638,0,0.200698164691549,"bath-25","T27C10.4","BTB domain-containing protein","BTB/POZ domain, MATH/TRAF domain, TRAF-like, SKP1/BTB/POZ domain superfamily","Cbr-bath-25 | WBGene00030237",63.0872,"Cbn-bath-25 | WBGene00146321",68.1208,"Cre-bath-25 | WBGene00056363",63.7584,NA,NA
"1596","WBGene00020870",0,0,0,0,0.416944890517568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T28A11.3","T28A11.3","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00775 | WBGene00024112",50.5051,"CBN26012 | WBGene00164737",42.9293,"CRE05798 | WBGene00053178",54.0404,NA,NA
"1597","WBGene00020871",0.0301612623163892,0,0,0.126826258489036,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802792658766197,"T28A11.4","T28A11.4","Cold-shock protein","","CBG13100 | WBGene00033926",54.4444,"CBN30139 | WBGene00192104",53.3333,"CRE26160 | WBGene00054294",55.5556,"CJA16325 | WBGene00135529",43.3333
"1598","WBGene00020874",0,0,0,0.253652516978073,0.0694908150862614,0.144638057483889,0,0,0,0,0.125821053146121,0,0.0860107660535977,0.0721105622215361,0.0723249121460252,0,0,0.0781576827341277,0,0,"srbc-5","T28A11.7","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,"CRE02462 | WBGene00067965",26.7797,NA,NA
"1599","WBGene00020875",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0.0860107660535977,0.108165843332304,0,0.170863800662772,0.0690648610901902,0.0390788413670638,0.0474812006495238,0,"T28A11.13","T28A11.13","Thioredoxin domain-containing protein","Thioredoxin-like fold, Thioredoxin domain, Thioredoxin-like superfamily","CBG02632 | WBGene00025651",63.9344,"CBN11610 | WBGene00150335",63.1148,"CRE26292 | WBGene00054058",62.2951,"CJA12733 | WBGene00131937",64.7541
"1600","WBGene00020878",0,0,0,0,0.277963260345046,0.0964253716559259,0.162583288031307,0,0,0.0977877095321699,0.157276316432651,0,0,0,0,0,0.0690648610901902,0,0,0,"T28A11.16","T28A11.16","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00779 | WBGene00024115",34.1709,"CBN24428 | WBGene00163153",33.6683,"CRE05796 | WBGene00053176",31.1558,"CJA02426 | WBGene00121631",26.1307
"1601","WBGene00020879",0,0,0,0.126826258489036,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T28A11.17","T28A11.17","Peptidase_M13 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1602","WBGene00020880",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0,0,0,0.042715950165693,0,0,0,0,"T28A11.18","T28A11.18","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00775 | WBGene00024112",40,"CBN26012 | WBGene00164737",39,"CRE05798 | WBGene00053178",41.5,NA,NA
"1603","WBGene00020881",0,0,0,0.126826258489036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117236524101192,0,0,"T28A11.19","T28A11.19","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00779 | WBGene00024115",28.6432,"CBN24428 | WBGene00163153",28.1407,"CRE05796 | WBGene00053176",28.1407,"CJA02426 | WBGene00121631",25.6281
"1604","WBGene00020923",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0.0721105622215361,0,0,0,0,0,0,"W02B3.3","W02B3.3","","",NA,NA,NA,NA,NA,NA,NA,NA
"1605","WBGene00020940",0.120645049265557,0.0515350327938028,0,0.0634131292445182,0.138981630172523,0,0.216777717375075,0,0,0,0.0629105265730604,0.0729398273412171,0,0,0,0.0854319003313861,0,0,0,0,"W02D7.4","W02D7.4","N-acetyltransferase domain-containing protein","Acyl-CoA N-acyltransferase","CBG11298 | WBGene00032435",75,"CBN10804 | WBGene00149529",73.2759,"CRE05720 | WBGene00053053",78.0172,NA,NA
"1606","WBGene00020945",0,0,0,0.126826258489036,0.416944890517568,0,0,0,0,0,0,0,0,0,0,0.042715950165693,0,0,0.0949624012990477,0.0802792658766197,"clec-219","W02D7.10","C-type LECtin","C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,NA,NA,NA,NA,NA,NA
"1607","WBGene00020974",0.0603225246327783,0.103070065587606,0.103915251293316,0.0634131292445182,0,0,0,0,0,0,0,0,0,0,0,0.042715950165693,0.0690648610901902,0.0781576827341277,0,0,"W03B1.5","W03B1.5","LRRcap domain-containing protein","Leucine-rich repeat domain superfamily","CBG31451 | WBGene00303412",57.315,"CBN19188 | WBGene00157913",55.2496,"CRE04496 | WBGene00055526",56.1102,"CJA01281 | WBGene00120485",47.8485
"1608","WBGene00020984",0,0,0.0519576256466581,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0,0.312630730936511,0,0,"W03D8.1","W03D8.1","","","CBG25256 | WBGene00086670",24.0223,"CBN25962 | WBGene00164687",22.905,NA,NA,NA,NA
"1609","WBGene00020987",0,0,0,0,0.48643570560383,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"W03D8.5","W03D8.5","Major sperm protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","CBG04099 | WBGene00026839",46.0674,"CBN18456 | WBGene00157181",41.9476,"CRE01207 | WBGene00057149",46.4419,"CJA01511 | WBGene00120715",30.3371
"1610","WBGene00020988",0,0,0.103915251293316,0,0,0,0,0,0,0,0,0,0,0.036055281110768,0,0,0,0,0,0,"W03D8.7","W03D8.7","BTB domain-containing protein","Protein of unknown function DUF1265, SKP1/BTB/POZ domain superfamily","CBG04101 | WBGene00026841",62.5,NA,NA,"CRE24759 | WBGene00070232",57.9545,"CJA18337 | WBGene00137541",55.6818
"1611","WBGene00021006",0.0603225246327783,0,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"dct-9","W03F11.3","Major sperm protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","CBG30870 | WBGene00271435",56.8306,"Cbn-dct-9 | WBGene00143194",55.7377,"Cre-dct-9 | WBGene00057191",53.5519,"Cjp-dct-9 | WBGene00122832",55.1913
"1612","WBGene00021023",0,0,0,0,0.0694908150862614,0,0,0,0,0,0.0314552632865302,0,0,0,0,0,0.0345324305450951,0,0,0,"W04B5.6","W04B5.6","XK-related protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1613","WBGene00021033",0,0,0,0.190239387733555,0.347454075431307,0,0,0,0,0,0,0.0729398273412171,0,0,0,0,0,0.0781576827341277,0.0949624012990477,0.160558531753239,"srz-32","W05E7.2","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,"CBN04736 | WBGene00143461",30.5389,NA,NA,NA,NA
"1614","WBGene00021072",0.0603225246327783,0,0.103915251293316,0,0.277963260345046,0,0,0,0,0,0,0.0729398273412171,0,0.0721105622215361,0.0361624560730126,0,0.0345324305450951,0.0390788413670638,0,0.160558531753239,"W07B8.4","W07B8.4","Pept_C1 domain-containing protein","Cysteine peptidase, cysteine active site, Peptidase C1A, papain C-terminal, Peptidase C1A, Cysteine peptidase, histidine active site, Cysteine peptidase, asparagine active site, Papain-like cysteine peptidase superfamily","CBG01104 | WBGene00024384",64.4776,"CBN13576 | WBGene00152301",66.2687,"CRE16047 | WBGene00061105",71.9403,NA,NA
"1615","WBGene00021086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390788413670638,0.189924802598095,0,"W08E12.5","W08E12.5","CC domain-containing protein","","CBG01626 | WBGene00024836",80.1418,"CBN13573 | WBGene00152298",81.5603,"CRE10758 | WBGene00079707",56.0284,"CJA11865 | WBGene00131069",70.2128
"1616","WBGene00021106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W09B7.1","W09B7.1","CCHC-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1617","WBGene00021107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W09B7.2","W09B7.2","Retrotransposon protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1618","WBGene00021108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W09B7.3","W09B7.3","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00773 | WBGene00024110",40.3315,NA,NA,"CRE05590 | WBGene00053179",43.0939,NA,NA
"1619","WBGene00021120",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0,0,0,0.170863800662772,0.103597291635285,0.0781576827341277,0,0.0401396329383098,"W09G12.6","W09G12.6","Glycine-rich cell wall structural protein 1","",NA,NA,NA,NA,NA,NA,NA,NA
"1620","WBGene00021138",0,0.103070065587606,0,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"clec-127","W10G11.5","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,"CBN12236 | WBGene00150961",32.7044,"CRE06345 | WBGene00067418",33.3333,NA,NA
"1621","WBGene00021139",0,0,0,0,0.347454075431307,0,0,0,0,0.0977877095321699,0,0,0.0860107660535977,0,0,0,0,0.0781576827341277,0,0,"clec-128","W10G11.6","C-type LECtin","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,"CBN12236 | WBGene00150961",25.2772,"CRE06345 | WBGene00067418",25.0554,NA,NA
"1622","WBGene00021141",0,0,0,0,0.208472445258784,0.0964253716559259,0,0,0,0.0977877095321699,0,0,0,0,0,0,0.0690648610901902,0,0,0,"clec-134","W10G11.11","CW domain-containing protein","PAN-3 domain, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,NA,NA,NA,NA,"CJA06137 | WBGene00125341",28.3019
"1623","WBGene00021142",0,0,0.0519576256466581,0.190239387733555,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802792658766197,"clec-133","W10G11.12","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold","Cbr-clec-133.2 | WBGene00037299",56.8966,"Cbn-clec-133 | WBGene00160965",56.3218,"CRE06344 | WBGene00067417",57.4713,NA,NA
"1624","WBGene00021143",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clec-132","W10G11.13","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,"CBN12236 | WBGene00150961",54.1667,"CRE06345 | WBGene00067418",53.2407,NA,NA
"1625","WBGene00021144",0,0,0,0.126826258489036,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clec-130","W10G11.14","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,"CBN12236 | WBGene00150961",58.5714,"CRE06345 | WBGene00067418",58.5714,NA,NA
"1626","WBGene00021145",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0.13812972218038,0.0781576827341277,0.0474812006495238,0,"clec-129","W10G11.15","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,"CBN12236 | WBGene00150961",53.5545,"CRE06345 | WBGene00067418",54.5024,NA,NA
"1627","WBGene00021150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y1B5A.1","Y1B5A.1","","",NA,NA,NA,NA,NA,NA,NA,NA
"1628","WBGene00021162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"Y5H2A.1","Y5H2A.1","Sushi domain-containing protein","Protein of unknown function DUF282, Caenorhabditis species",NA,NA,NA,NA,NA,NA,NA,NA
"1629","WBGene00021166",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0,0.234473048202383,0,0,"srbc-42","Y5H2B.4","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,"CRE02462 | WBGene00067965",27.9461,NA,NA
"1630","WBGene00021195",0,0,0,0,0.416944890517568,0,0,0.105365506620536,0,0.0977877095321699,0.0629105265730604,0,0,0,0,0,0.0345324305450951,0.117236524101192,0,0.0401396329383098,"Y17G9A.2","Y17G9A.2","TNF_2 domain-containing protein","Protein of unknown function DUF684","CBG11668 | WBGene00032755",40.4167,"CBN13829 | WBGene00152554",32.0833,"CRE13832 | WBGene00075054",39.1667,"CJA10527 | WBGene00129731",1.25
"1631","WBGene00021216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y19D10A.1","Y19D10A.1","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","CBG13173 | WBGene00033975",54.8295,NA,NA,"CRE04877 | WBGene00055901",59.0909,"CJA03630 | WBGene00122834",15.3409
"1632","WBGene00021217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y19D10A.2","Y19D10A.2","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","CBG13173 | WBGene00033975",56.25,NA,NA,"CRE04877 | WBGene00055901",60.7955,"CJA03630 | WBGene00122834",15.625
"1633","WBGene00021219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y19D10A.4","Y19D10A.4","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily, ","CBG01182 | WBGene00024452",82.5263,"CBN05714 | WBGene00144439",85.2632,"CRE15892 | WBGene00061136",86.1053,"CJA05250 | WBGene00124454",49.2632
"1634","WBGene00021220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y19D10A.5","Y19D10A.5","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily, ","CBG01117 | WBGene00024395",85.3557,"CBN22679 | WBGene00161404",85.7741,"CRE15890 | WBGene00082007",33.682,"CJA00541 | WBGene00119745",78.2427
"1635","WBGene00021221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y19D10A.6","Y19D10A.6","Metalloendopeptidase","Peptidase M12A, Peptidase, metallopeptidase, Metallopeptidase, catalytic domain superfamily","Cbr-nas-3 | WBGene00038529",64.7059,"Cbn-nas-3 | WBGene00163977",64.7059,"Cre-nas-3.2 | WBGene00071266",66.1765,"Cjp-nas-3 | WBGene00126375",66.1765
"1636","WBGene00021222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12041889881493,"irld-53","Y19D10A.7","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","Cbr-irld-30 | WBGene00024408",32.419,"CBN30928 | WBGene00192893",19.202,"CRE16011 | WBGene00061149",36.1596,NA,NA
"1637","WBGene00021223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y19D10A.8","Y19D10A.8","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily, ",NA,NA,"CBN08565 | WBGene00147290",46.9432,"CRE16013 | WBGene00061148",53.2751,"CJA11085 | WBGene00130289",44.9782
"1638","WBGene00021224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clec-209","Y19D10A.9","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold","Cbr-clec-85 | WBGene00024435",40.8784,"CBN08960 | WBGene00147685",25.3378,"CRE24278 | WBGene00072469",17.9054,NA,NA
"1639","WBGene00021227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mct-1","Y19D10A.12","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","Cbr-mct-1 | WBGene00024394",69.4853,"Cbn-mct-1.2 | WBGene00161657",72.0588,"Cre-mct-1 | WBGene00061138",62.3162,"Cjp-mct-1 | WBGene00130614",72.6103
"1640","WBGene00021228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"str-265","Y19D10A.13","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,NA,NA,NA,NA
"1641","WBGene00021236",0,0,0,0,0,0,0.108388858687538,0,0,0,0.188731579719181,0.109409741011826,0.129016149080397,0,0.0723249121460252,0.0854319003313861,0,0,0,0,"pud-1.2","Y19D10B.7","PUD1_2 domain-containing protein","Up-regulated in Daf-2","CBG08476 | WBGene00030259",55.6291,NA,NA,"CRE19395 | WBGene00068632",60.2649,NA,NA
"1642","WBGene00021241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"Y22D7AL.1","Y22D7AL.1","COX3 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1643","WBGene00021243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723249121460252,0,0.0690648610901902,0.0390788413670638,0.0949624012990477,0.0401396329383098,"Y22D7AL.3","Y22D7AL.3","","",NA,NA,NA,NA,NA,NA,NA,NA
"1644","WBGene00021257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723249121460252,0,0.13812972218038,0.273551889569447,0.0474812006495238,0.0802792658766197,"Y22D7AR.3","Y22D7AR.3","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1645","WBGene00021263",0,0,0,0,0,0,0.108388858687538,0,0,0,0,0,0,0.036055281110768,0,0,0.0345324305450951,0,0,0,"Y22D7AR.10","Y22D7AR.10","Toxin","",NA,NA,NA,NA,NA,NA,NA,NA
"1646","WBGene00021266",0,0,0,0.126826258489036,0.0694908150862614,0,0,0,0,0,0.0314552632865302,0.0729398273412171,0.0860107660535977,0,0,0,0.172662152725476,0.0781576827341277,0,0,"Y22D7AR.14","Y22D7AR.14","WSN domain-containing protein","Domain of unknown function WSN",NA,NA,NA,NA,NA,NA,NA,NA
"1647","WBGene00021280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nspd-8","Y23H5B.9","Nematode Specific Peptide family, group D","Protein of unknown function DUF780, Caenorhabditis species","CBG17794 | WBGene00037331",84.507,"CBN16095 | WBGene00154820",87.3239,"CRE11888 | WBGene00057463",85.9155,"CJA07912 | WBGene00127116",73.2394
