"","geneID","EE-SRS266838","L4-SRS266839","YA_female-SRS266840","YA_male-SRS266841","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"7810","WBGene00193894",0.0579297768872298,0,0,0,"CBN31929","CBN31929","Ion_trans domain-containing protein","","cng-3 | WBGene00000563",79.7927,"Cbr-cng-3 | WBGene00045213",83.9378,"Cre-cng-3 | WBGene00073350",86.0104,"Cjp-cng-3.2 | WBGene00129079",7.25389
"7811","WBGene00193895",0,0.0586980829763732,0.134440116070219,0,"CBN31930","CBN31930","Translation initiation factor IF-2","",NA,NA,NA,NA,NA,NA,NA,NA
"7812","WBGene00193898",0,0.0586980829763732,0,0,"CBN31933","CBN31933","G protein-coupled receptor","7TM GPCR, serpentine receptor class r (Str)","str-10 | WBGene00006078",37,"CBG30973 | WBGene00271613",41.6667,NA,NA,NA,NA
"7813","WBGene00193901",0,0,0,0,"CBN31936","CBN31936","","",NA,NA,NA,NA,NA,NA,NA,NA
"7814","WBGene00193907",0.11585955377446,0.0586980829763732,0,0,"CBN31942","CBN31942","Nuclear RNA export factor 1","TAP C-terminal (TAP-C) domain, UBA-like superfamily, Nucleotide-binding alpha-beta plait domain superfamily, Nuclear RNA export factor Tap, RNA-binding domain, Nuclear transport factor 2, eukaryote, Nuclear RNA export factor, Leucine-rich repeat domain superfamily, NTF2-like domain superfamily, RNA-binding domain superfamily","nxf-1 | WBGene00003834",72.126,"Cbr-nxf-1 | WBGene00027261",80.4724,"CRE26010 | WBGene00075254",57.0079,"CJA39209 | WBGene00215056",16.5354
"7815","WBGene00193908",0,0,0,0,"CBN31943","CBN31943","G_PROTEIN_RECEP_F1_2 domain-containing protein","Protein of unknown function DUF621, GPCR, rhodopsin-like, 7TM","F57B1.9 | WBGene00045488",53.3163,"CBG31471 | WBGene00304177",55.8673,"CRE31024 | WBGene00058960",47.9592,NA,NA
"7816","WBGene00193914",0,0,0,0,"CBN31949","CBN31949","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","str-118 | WBGene00006169",60.6164,NA,NA,NA,NA,NA,NA
"7817","WBGene00193915",0,0.0293490414881866,0,0,"CBN31950","CBN31950","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7818","WBGene00193917",0.0579297768872298,0.234792331905493,0.134440116070219,0,"CBN31952","CBN31952","Oxidoreductase","Short-chain dehydrogenase/reductase SDR, NAD(P)-binding domain superfamily",NA,NA,"CBG22334 | WBGene00040924",79.4224,"CRE05335 | WBGene00073983",81.2274,NA,NA
"7819","WBGene00193920",0,0,0,0,"CBN31955","CBN31955","Ras guanyl-releasing protein 3","Ras-like guanine nucleotide exchange factor, N-terminal, Ras guanine-nucleotide exchange factors catalytic domain, EF-hand domain, Protein kinase C-like, phorbol ester/diacylglycerol-binding domain, Ras-like guanine nucleotide exchange factor, EF-hand domain pair, EF-Hand 1, calcium-binding site, Diacylglycerol/phorbol-ester binding, Ras guanine nucleotide exchange factor domain superfamily, Ras guanine-nucleotide exchange factor, catalytic domain superfamily, C1-like domain superfamily","rgef-1 | WBGene00009100",91.3505,"Cbr-rgef-1 | WBGene00038555",95.4476,"Cre-rgef-1 | WBGene00072337",57.6631,"Cjp-rgef-1 | WBGene00126274",80.8801
"7820","WBGene00193932",0.0579297768872298,0,0,0,"CBN31967","CBN31967","C3H1-type domain-containing protein","Zinc finger, CCCH-type, Zinc finger, CCCH-type superfamily, E3 ligase, CCCH-type zinc finger","ccch-3 | WBGene00012277",72.3618,"Cbr-ccch-3 | WBGene00030314",78.392,"Cre-ccch-3 | WBGene00052590",78.8945,"Cjp-ccch-3 | WBGene00136811",70.8543
"7821","WBGene00193933",0.0579297768872298,0,0,0,"CBN31968","CBN31968","small monomeric GTPase","Small GTPase, Small GTP-binding protein domain, Small GTPase, Ras-type, P-loop containing nucleoside triphosphate hydrolase, Ras-related protein Rap2","rap-2 | WBGene00004308",98.3425,"Cbr-rap-2 | WBGene00032680",99.4475,"Cre-rap-2 | WBGene00070404",100,NA,NA
"7822","WBGene00193934",0,0.469584663810985,0,0.130267123157404,"CBN31969","CBN31969","","",NA,NA,NA,NA,NA,NA,NA,NA
"7823","WBGene00193935",0,0,0,0,"CBN31970","CBN31970","P-type phospholipid transporter","P-type ATPase, HAD superfamily, HAD-like superfamily","catp-7 | WBGene00022010",61.9632,"Cbr-catp-7 | WBGene00042479",62.5767,"CRE13198 | WBGene00075618",33.7423,"Cjp-catp-7 | WBGene00137300",62.5767
"7824","WBGene00193940",0,0.0586980829763732,0.134440116070219,0,"CBN31975","CBN31975","","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,NA,NA,NA,NA
"7825","WBGene00193945",0,0,0,0,"CBN31980","CBN31980","Carn_acyltransf domain-containing protein","Acyltransferase ChoActase/COT/CPT, Chloramphenicol acetyltransferase-like domain superfamily, Choline/carnitine acyltransferase domain",NA,NA,NA,NA,NA,NA,"CJA17030 | WBGene00136234",85.209
"7826","WBGene00193950",0,0,0,0,"CBN31985","CBN31985","","",NA,NA,NA,NA,NA,NA,NA,NA
"7827","WBGene00193952",0,0,0,0,"CBN31987","CBN31987","Piwi domain-containing protein","PAZ domain, Piwi domain, Ribonuclease H-like superfamily, PAZ domain superfamily, Ribonuclease H superfamily",NA,NA,"Cbr-wago-11 | WBGene00040168",55.7864,"Cre-wago-11 | WBGene00067405",58.457,NA,NA
"7828","WBGene00193953",0,0.117396165952746,0,0,"CBN31988","CBN31988","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBG11679 | WBGene00032766",49.0854,"CRE20014 | WBGene00069967",49.6951,NA,NA
"7829","WBGene00193955",0,0.0586980829763732,0,0,"CBN31990","CBN31990","Peroxinectin","Haem peroxidase superfamily, Haem peroxidase, animal-type, Haem peroxidase domain superfamily, animal type","skpo-3 | WBGene00017968",97.3684,"Cbr-skpo-3 | WBGene00033934",97.6608,"Cre-skpo-3 | WBGene00054303",97.3684,"Cjp-skpo-3 | WBGene00136233",78.3626
"7830","WBGene00193956",0,0.0293490414881866,0,0.390801369472212,"CBN31991","CBN31991","","",NA,NA,NA,NA,NA,NA,NA,NA
"7831","WBGene00193960",0.289648884436149,0.0880471244645598,0,0.130267123157404,"CBN31995","CBN31995","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class g (Srg)","srg-54 | WBGene00005211",47.2222,"CBG30603 | WBGene00270657",49.2063,"CRE04891 | WBGene00084359",51.1905,NA,NA
"7832","WBGene00193965",0.0579297768872298,0.0586980829763732,0,0,"CBN32000","CBN32000","Sidoreflexin","Tricarboxylate/iron carrier","sfxn-1.4 | WBGene00008137",89.8773,"Cbr-sfxn-1.4 | WBGene00025808",90.1841,"Cre-sfxn-1.4 | WBGene00053624",92.9448,"Cjp-sfxn-1.4 | WBGene00135503",87.1166
"7833","WBGene00193968",0.173789330661689,0.0586980829763732,0,0,"CBN32003","CBN32003","","","csc-1 | WBGene00000804",50.6757,"Cbr-csc-1 | WBGene00039610",48.6486,"CRE02022 | WBGene00077948",34.4595,"Cjp-csc-1 | WBGene00175758",37.8378
"7834","WBGene00193973",0.0579297768872298,0,0,0.130267123157404,"Cbn-tyr-3","CBN32008","","Tyrosinase copper-binding domain, ShKT domain, Di-copper centre-containing domain superfamily","tyr-3 | WBGene00009001",78.3151,"Cbr-tyr-3 | WBGene00040579",78.6271,"Cre-tyr-3 | WBGene00071827",78.7831,"Cjp-tyr-3 | WBGene00137527",64.1186
"7835","WBGene00193974",0.0579297768872298,0,0,0,"CBN32009","CBN32009","Large neutral amino acids transporter small subunit 1","Amino acid/polyamine transporter I","aat-2 | WBGene00000003",93.5685,"Cbr-aat-2 | WBGene00038493",91.9087,"CRE19703 | WBGene00064951",87.7593,"Cjp-aat-2 | WBGene00136462",91.0788
"7836","WBGene00193978",0.0579297768872298,0,0,0,"CBN32013","CBN32013","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7837","WBGene00193979",0,0,0,0,"CBN32014","CBN32014","Galectin domain-containing protein","","F26G1.3 | WBGene00017839",20.2128,NA,NA,NA,NA,NA,NA
"7838","WBGene00193982",0,0,0,0,"CBN32017","CBN32017","","",NA,NA,NA,NA,NA,NA,NA,NA
"7839","WBGene00193983",0,0.0586980829763732,0,0,"CBN32018","CBN32018","","Organic solute transporter subunit alpha/Transmembrane protein 184","osta-2 | WBGene00015942",94.012,"Cbr-osta-2 | WBGene00025529",94.6108,"Cre-osta-2 | WBGene00057301",94.6108,"Cjp-osta-2 | WBGene00122454",87.4251
"7840","WBGene00193990",0.0579297768872298,0,0.134440116070219,0,"CBN32025","CBN32025","Ectopic P granules protein 5 homolog","",NA,NA,NA,NA,"Cre-epg-5 | WBGene00054123",88.9632,"Cjp-epg-5 | WBGene00136175",24.7492
"7841","WBGene00193992",0,0.0586980829763732,0,0.260534246314808,"CBN32027","CBN32027","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class g (Srg), Ribonuclease H-like superfamily",NA,NA,NA,NA,NA,NA,"CJA36106 | WBGene00211953",27.349
"7842","WBGene00193993",0,0.17609424892912,0,0.260534246314808,"CBN32028","CBN32028","","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"CBG21844 | WBGene00040525",62.381,NA,NA,NA,NA
"7843","WBGene00193994",0,0,0,0,"CBN32029","CBN32029","","",NA,NA,NA,NA,NA,NA,NA,NA
"7844","WBGene00193997",0,0,0,0,"CBN32032","CBN32032","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7845","WBGene00194003",0,0,0,0,"CBN32038","CBN32038","","",NA,NA,NA,NA,NA,NA,NA,NA
"7846","WBGene00194005",0.0579297768872298,0,0,0,"CBN32040","CBN32040","CW domain-containing protein","PAN-3 domain, Concanavalin A-like lectin/glucanase domain superfamily",NA,NA,NA,NA,"CRE07943 | WBGene00072728",33.557,NA,NA
"7847","WBGene00194009",0,0,0,0,"CBN32044","CBN32044","Ovule protein","7TM GPCR, serpentine receptor class h (Srh)","srh-79 | WBGene00005300",77.7778,"Cbr-srh-79 | WBGene00040011",87.5,"Cre-srh-79 | WBGene00062178",91.6667,NA,NA
"7848","WBGene00194012",0,0,0,0,"CBN32047","CBN32047","Transmembrane protein","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,NA,NA,NA,NA,NA,NA
"7849","WBGene00194014",0.11585955377446,0,0,0,"CBN32049","CBN32049","Histone H2B","Histone H2B, Histone H2A/H2B/H3, Histone-fold","his-29 | WBGene00001903",100,"CBG23437 | WBGene00041797",98.3607,"CRE01514 | WBGene00082300",96.7213,NA,NA
"7850","WBGene00194019",0.11585955377446,0.17609424892912,0,0,"CBN32054","CBN32054","protein-tyrosine-phosphatase","Tyrosine-specific protein phosphatase, PTPase domain, Tyrosine-specific protein phosphatases domain, Protein-tyrosine phosphatase, catalytic, Fibronectin type III, Immunoglobulin-like fold, Protein-tyrosine phosphatase, active site, Protein-tyrosine phosphatase-like, Fibronectin type III superfamily, PTPRJ, transmembrane domain","dep-1 | WBGene00009717",91.8773,"Cbr-dep-1 | WBGene00026141",93.6823,"Cre-dep-1 | WBGene00053248",94.4946,"Cjp-dep-1 | WBGene00124927",86.6426
"7851","WBGene00194030",0,0,0,0,"CBN32065","CBN32065","Dickkopf_N domain-containing protein","Chondroitin proteoglycan 3","F52E1.5 | WBGene00018694",59.7701,"CBG11275 | WBGene00032416",60.5364,"CRE05520 | WBGene00053068",62.069,"CJA10441 | WBGene00129645",52.1073
"7852","WBGene00194033",0.144824442218074,0.381537539346426,0,0.260534246314808,"CBN32068","CBN32068","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM",NA,NA,NA,NA,NA,NA,"CJA13935 | WBGene00133139",69.2884
"7853","WBGene00194038",0.347578661323379,0.117396165952746,0,0,"CBN32073","CBN32073","GH18 domain-containing protein","Glycoside hydrolase family 18, catalytic domain, Chitinase II, Glycoside hydrolase superfamily, Chitinase insertion domain superfamily","chil-7 | WBGene00007472",32.3741,NA,NA,"CRE02485 | WBGene00085791",41.247,NA,NA
"7854","WBGene00194039",0,0.0586980829763732,0.134440116070219,0,"CBN32074","CBN32074","2-hydroxyacyl-CoA lyase 1","Thiamine pyrophosphate enzyme, central domain, Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain, DHS-like NAD/FAD-binding domain superfamily, Thiamin diphosphate-binding fold, TPP-binding domain containing protein HACL1-like",NA,NA,NA,NA,NA,NA,NA,NA
"7855","WBGene00194040",0.0579297768872298,0.117396165952746,0,0,"Cbn-str-89","CBN32075","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class r (Str)","str-89 | WBGene00006148",74.6518,"Cbr-str-89 | WBGene00028088",72.1448,"Cre-str-89 | WBGene00071792",63.5098,NA,NA
"7856","WBGene00194044",0,0,0,0,"CBN32079","CBN32079","DUF2040 domain-containing protein","","suds-3 | WBGene00044204",62.3762,"Cbr-suds-3 | WBGene00038637",48.5149,"Cre-suds-3 | WBGene00073796",42.0792,"CJA41285 | WBGene00217133",22.7723
"7857","WBGene00194045",0,0.0586980829763732,0,0,"CBN32080","CBN32080","AntA domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7858","WBGene00194049",0,0,0,0,"CBN32084","CBN32084","","",NA,NA,NA,NA,NA,NA,NA,NA
"7859","WBGene00194050",0.173789330661689,0.528282746787359,0,0,"Cbn-pmp-1.2","CBN32085","ABC transporter domain-containing protein","ABC transporter-like, ATP-binding domain, AAA+ ATPase domain, ABC transporter-like, conserved site, P-loop containing nucleoside triphosphate hydrolase","pmp-1 | WBGene00004058",90.4,"CBG11177 | WBGene00032340",92.8,"Cre-pmp-1 | WBGene00054195",93.6,"Cjp-pmp-1 | WBGene00120674",0
"7860","WBGene00194051",0,0,0,0.260534246314808,"CBN32086","CBN32086","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CJA09765 | WBGene00128969",41.0909
"7861","WBGene00194057",0,0,0,0,"CBN32092","CBN32092","COesterase domain-containing protein","Carboxylesterase, type B, Alpha/Beta hydrolase fold, Esterase CM06B1-like",NA,NA,"Cbr-cest-29 | WBGene00031755",79.7386,"CRE09281 | WBGene00056846",85.6209,"CJA35908 | WBGene00211755",75.1634
"7862","WBGene00194058",0,0.0586980829763732,0,0,"CBN32093","CBN32093","glucuronosyltransferase","UDP-glucuronosyl/UDP-glucosyltransferase","ugt-58 | WBGene00009450",82.6772,"Cbr-ugt-58 | WBGene00024258",81.4961,"Cre-ugt-58 | WBGene00061492",83.8583,"Cjp-ugt-58 | WBGene00123326",72.4409
"7863","WBGene00194060",0.0289648884436149,0,0,0,"CBN32095","CBN32095","","7TM GPCR, serpentine receptor class u (Sru)",NA,NA,NA,NA,NA,NA,"CJA14881 | WBGene00134085",34.7107
"7864","WBGene00194061",0.0579297768872298,0.293490414881866,0,0.260534246314808,"CBN32096","CBN32096","Glycosyltransferase family 92 protein","Reverse transcriptase domain, Glycosyltransferase family 92, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,"CBG05742 | WBGene00028136",54.9658,"CRE05202 | WBGene00067121",56.1644,NA,NA
"7865","WBGene00194070",0,0,0,0,"CBN32105","CBN32105","BPI2 domain-containing protein","BPI/LBP/Plunc family",NA,NA,NA,NA,NA,NA,NA,NA
"7866","WBGene00194072",0.0868946653308446,0.0880471244645598,0,0,"CBN32107","CBN32107","","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,"CRE14445 | WBGene00081668",7.77778,NA,NA
"7867","WBGene00194073",0,0,0,0,"CBN32108","CBN32108","DRIM domain-containing protein","U3 small nucleolar RNA-associated protein 20, N-terminal, Armadillo-type fold",NA,NA,NA,NA,NA,NA,"CJA13929 | WBGene00133133",65.4321
"7868","WBGene00194076",0,0.0293490414881866,0,0,"CBN32111","CBN32111","Transposase","",NA,NA,NA,NA,NA,NA,NA,NA
"7869","WBGene00194079",0,0,0,0,"CBN32114","CBN32114","BZIP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7870","WBGene00194086",0,0,0,0,"CBN32121","CBN32121","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","irld-60 | WBGene00013911",37.1359,NA,NA,NA,NA,NA,NA
"7871","WBGene00194090",0.0579297768872298,0.117396165952746,0.134440116070219,0,"CBN32125","CBN32125","","",NA,NA,NA,NA,NA,NA,NA,NA
"7872","WBGene00194095",0,0.17609424892912,0,0,"CBN32130","CBN32130","Insulin/EGF-Receptor L Domain protein","Receptor L-domain, Receptor L-domain superfamily","irld-60 | WBGene00013911",34.0292,NA,NA,NA,NA,NA,NA
"7873","WBGene00194104",0,0,0,0,"CBN32139","CBN32139","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-39 | WBGene00005786",33.945,NA,NA,"CRE09127 | WBGene00080958",33.945,NA,NA
"7874","WBGene00194106",0.318613772879764,0.0586980829763732,0,0,"Cbn-lgc-51","CBN32141","Ligand-gated ion channel 50","Gamma-aminobutyric acid A receptor/Glycine receptor alpha, Neurotransmitter-gated ion-channel transmembrane domain, Neurotransmitter-gated ion-channel, Neurotransmitter-gated ion-channel ligand-binding domain, Neurotransmitter-gated ion-channel, conserved site, Neurotransmitter-gated ion-channel transmembrane domain superfamily, Neurotransmitter-gated ion-channel ligand-binding domain superfamily, Neuronal acetylcholine receptor","lgc-51 | WBGene00017399",87.1681,"CBG29986 | WBGene00270414",87.3894,"Cre-lgc-51 | WBGene00057199",71.9027,"Cjp-lgc-51 | WBGene00212407",36.5044
"7875","WBGene00194108",0.521367991985068,0.117396165952746,0,0,"CBN32143","CBN32143","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Integrase, catalytic core, Retrotransposon gag domain, Ribonuclease H-like superfamily, Aspartic peptidase domain superfamily, Ribonuclease H superfamily, Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain, Integrase zinc-binding domain, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,"CRE22625 | WBGene00069500",55.2893,"CJA05693 | WBGene00124897",14.2405
"7876","WBGene00194112",0,0,0,0,"CBN32147","CBN32147","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","slc-17.8 | WBGene00017798",95.4545,"Cbr-slc-17.8 | WBGene00024723",95.0758,"Cre-slc-17.8 | WBGene00053114",97.5379,"Cjp-slc-17.8 | WBGene00122262",89.9621
"7877","WBGene00194113",0,0,0,0,"CBN32148","CBN32148","MFS domain-containing protein","7TM GPCR, serpentine receptor class h (Srh)","srh-125 | WBGene00005342",70.2128,"CBG31320 | WBGene00303259",69.1489,"Cre-srh-125 | WBGene00057859",82.9787,NA,NA
"7878","WBGene00194120",0,0,0,0,"CBN32155","CBN32155","Serpentine Receptor, class E (Epsilon)","7TM GPCR, serpentine receptor class e (Sre)","sre-28 | WBGene00011570",59.3103,NA,NA,"Cre-sre-28 | WBGene00062947",75.5172,NA,NA
"7879","WBGene00194125",0.0579297768872298,0,0,0,"CBN32160","CBN32160","G protein-coupled receptor","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBG19891 | WBGene00039028",72.8111,"CRE15194 | WBGene00074262",83.4101,NA,NA
"7880","WBGene00194130",0,0,0,0,"CBN32165","CBN32165","HTH_16 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7881","WBGene00194133",0,0.0586980829763732,0,0.130267123157404,"CBN32168","CBN32168","Neur_chan_memb domain-containing protein","Gamma-aminobutyric-acid A receptor, beta subunit, Gamma-aminobutyric acid A receptor/Glycine receptor alpha, Neurotransmitter-gated ion-channel transmembrane domain, Neurotransmitter-gated ion-channel, Neurotransmitter-gated ion-channel transmembrane domain superfamily, Neuronal acetylcholine receptor","gab-1 | WBGene00001512",89.1117,"Cbr-gab-1 | WBGene00035885",91.6905,"Cre-gab-1 | WBGene00055317",92.5501,"CJA35463 | WBGene00211310",41.5473
"7882","WBGene00194136",0,0,0,0,"CBN32171","CBN32171","Pept_C1 domain-containing protein","Peptidase C1A, papain C-terminal, Peptidase C1A, Cathepsin propeptide inhibitor domain (I29), Cysteine peptidase, asparagine active site, Papain-like cysteine peptidase superfamily, Papain-like cysteine endopeptidase","F15D4.4 | WBGene00008861",66.1442,"CBG02822 | WBGene00025801",69.7492,"CRE02109 | WBGene00053632",76.3323,NA,NA
"7883","WBGene00194144",0,0,0,0,"CBN32179","CBN32179","PlsC domain-containing protein","Phospholipid/glycerol acyltransferase, Glycerol-3-phosphate O-acyltransferase/Dihydroxyacetone phosphate acyltransferase, GPAT/DHAPAT, acyltransferase domain, GPAT/DHAPAT, C-terminal domain","acl-7 | WBGene00012911",84.2607,"Cbr-acl-7 | WBGene00037855",86.1685,"Cre-acl-7 | WBGene00065861",90.3021,"Cjp-acl-7 | WBGene00134092",64.7059
"7884","WBGene00194146",0.0579297768872298,0,0.0672200580351093,0,"CBN32181","CBN32181","Reticulocyte-binding protein 2-like protein a","","F39G3.3 | WBGene00018208",44.4867,NA,NA,"CRE18577 | WBGene00058008",47.1483,"CJA00327 | WBGene00119531",29.2776
"7885","WBGene00194149",0.0579297768872298,0,0,0,"CBN32184","CBN32184","Ferritin","",NA,NA,NA,NA,NA,NA,NA,NA
"7886","WBGene00194151",0.0289648884436149,0.0880471244645598,0.134440116070219,0,"CBN32186","CBN32186","Dynein light chain","CH domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"7887","WBGene00194152",0,0,0,0,"Cbn-tat-4.1","CBN32187","Phospholipid-transporting ATPase","P-type ATPase, P-type ATPase, subfamily IV, P-type ATPase, A domain superfamily, Regulatory factor, effector binding domain superfamily, P-type ATPase, phosphorylation site, HAD superfamily, P-type ATPase, transmembrane domain superfamily, P-type ATPase, cytoplasmic domain N, P-type ATPase, C-terminal, P-type ATPase, N-terminal, HAD-like superfamily, P-type ATPase, haloacid dehalogenase domain","tat-4 | WBGene00020784",69.2515,"Cbr-tat-4 | WBGene00025623",70.5327,"Cre-tat-4 | WBGene00054029",70.9373,"CJA33226 | WBGene00209073",19.4875
"7888","WBGene00194153",0,0,0,0,"CBN32188","CBN32188","RTC domain-containing protein","RNA 3'-terminal phosphate cyclase, RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta, RNA 3'-terminal phosphate cyclase domain, RNA 3'-terminal phosphate cyclase domain superfamily","ZK1127.5 | WBGene00022852",87.1595,"CBG11211 | WBGene00032372",89.1051,"CRE26461 | WBGene00054244",90.2724,"CJA01484 | WBGene00120688",87.1595
"7889","WBGene00194155",0.0868946653308446,0.205443290417306,0,0.260534246314808,"CBN32190","CBN32190","G_PROTEIN_RECEP_F1_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7890","WBGene00194159",0.376543549766993,0,0.0672200580351093,0,"CBN32194","CBN32194","Pectate_lyase_3 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7891","WBGene00194160",0,0.0586980829763732,0,0,"CBN32195","CBN32195","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class b (Srb)","srb-15 | WBGene00016743",46.9512,"Cbr-srb-15 | WBGene00033642",31.7073,NA,NA,"CJA06323 | WBGene00125527",12.3984
"7892","WBGene00194163",0,0.205443290417306,0,0,"CBN32198","CBN32198","DDHD domain-containing protein","DDHD domain",NA,NA,NA,NA,NA,NA,NA,NA
"7893","WBGene00194166",0,0,0,0,"CBN32201","CBN32201","BTB domain-containing protein","Potassium channel tetramerisation-type BTB domain, Potassium channel, voltage dependent, Kv, Potassium channel, voltage dependent, Kv9, Ion transport domain, SKP1/BTB/POZ domain superfamily, Voltage-dependent channel domain superfamily","kvs-2 | WBGene00007862",87.1528,"Cbr-kvs-2 | WBGene00031217",79.6875,"CRE12857 | WBGene00065024",72.7431,"Cjp-kvs-2 | WBGene00126059",38.5417
"7894","WBGene00194167",0,0,0,0,"CBN32202","CBN32202","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily",NA,NA,"CBG06533 | WBGene00028795",40.5473,NA,NA,NA,NA
"7895","WBGene00194168",0,0,0,0,"CBN32203","CBN32203","DUF3707 domain-containing protein","","T22C1.12 | WBGene00011921",45.9016,"CBG11287 | WBGene00032427",68.306,"CRE05512 | WBGene00053058",72.1311,NA,NA
"7896","WBGene00194174",0,0,0,0,"CBN32209","CBN32209","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7897","WBGene00194175",0,0,0,0,"CBN32210","CBN32210","","",NA,NA,NA,NA,"CRE02759 | WBGene00079550",20.8333,NA,NA
"7898","WBGene00194176",0.0289648884436149,0.0586980829763732,0,0,"CBN32211","CBN32211","C-type lectin domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"7899","WBGene00194177",0.0868946653308446,0.17609424892912,0,0,"CBN32212","CBN32212","","",NA,NA,NA,NA,"CRE12529 | WBGene00081048",43.6975,NA,NA
"7900","WBGene00194178",0,0,0,0,"CBN32213","CBN32213","","",NA,NA,NA,NA,"CRE08615 | WBGene00082900",60.4027,NA,NA
"7901","WBGene00194179",0,0,0,0,"CBN32214","CBN32214","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224",NA,NA,NA,NA,NA,NA,NA,NA
"7902","WBGene00194181",0,0,0,0,"CBN32216","CBN32216","G protein-coupled receptor","7TM GPCR, serpentine receptor class d (Srd)",NA,NA,"CBG19892 | WBGene00039029",78.9216,"CRE16507 | WBGene00063949",76.9608,NA,NA
"7903","WBGene00194185",0.0579297768872298,0.0586980829763732,0,0,"CBN32220","CBN32220","Casc1_N domain-containing protein","",NA,NA,"CBG15090 | WBGene00035426",14.6568,NA,NA,"CJA34194 | WBGene00210041",3.15399
"7904","WBGene00194188",0.926876430195676,0.0586980829763732,0,0,"CBN32223","CBN32223","Chromodomain-helicase-DNA-binding protein 4","SNF2, N-terminal, Chromo/chromo shadow domain, Helicase, C-terminal, Zinc finger, PHD-type, DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site, CHD subfamily II, SANT-like domain, Domain of unknown function DUF1087, Zinc finger, FYVE/PHD-type, CHD, C-terminal 2, CHD, N-terminal, Zinc finger, RING/FYVE/PHD-type, Helicase superfamily 1/2, ATP-binding domain, Chromo-like domain superfamily, Zinc finger, PHD-finger, Chromo domain, P-loop containing nucleoside triphosphate hydrolase, SNF2-like, N-terminal domain superfamily","let-418 | WBGene00002637",83.8656,"Cbr-let-418 | WBGene00030916",85.7379,"Cre-let-418 | WBGene00058869",88.0507,"CJA29051 | WBGene00184625",44.0529
"7905","WBGene00194191",0,0,0,0,"CBN32226","CBN32226","Exonuclease domain-containing protein","Ribonuclease H-like superfamily, Exonuclease, RNase T/DNA polymerase III, RNA exonuclease 1-like, exonuclease domain, Ribonuclease H superfamily, RNA exonuclease REXO1/REXO3/REXO4-like","C05C8.5 | WBGene00015462",71.2121,"CBG27169 | WBGene00088583",68.1818,"CRE14869 | WBGene00068005",61.6162,"CJA35010 | WBGene00210857",38.5522
"7906","WBGene00194195",0.0868946653308446,0,0,0,"CBN32230","CBN32230","Dimer_Tnp_hAT domain-containing protein","HAT, C-terminal dimerisation domain, Conserved hypothetical protein CHP02231, Domain of unknown function DUF4139","ZK1055.6 | WBGene00022847",36.2319,"CBG18975 | WBGene00038267",35.3623,"CRE31146 | WBGene00052189",37.6812,NA,NA
