"","geneID","EE-SRS266350","L2-SRS266346","L4-SRS266347","Ad_female-SRS266349","Ad_male-SRS266348","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"10390","WBGene00216074",0,0,0,0,0,"CJA40226","CJA40226","NYAP_N domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10391","WBGene00216076",0,0,0,0,0.122825316361167,"CJA40228","CJA40228","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10392","WBGene00216077",0,0,0,0,0.0614126581805837,"CJA40229","CJA40229","","",NA,NA,NA,NA,NA,NA,NA,NA
"10393","WBGene00216083",0.064283204026597,0,0,0,0,"CJA40235","CJA40235","Transcriptional regulator","",NA,NA,NA,NA,NA,NA,NA,NA
"10394","WBGene00216085",0,0,0,0,0,"CJA40237","CJA40237","dUTPase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10395","WBGene00216086",0,0,0,0,0,"CJA40238","CJA40238","Kinesin motor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10396","WBGene00216090",0,0.0604038103448411,0,0,0.122825316361167,"CJA40242","CJA40242","HTH_Tnp_Tc3_2 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily, Tc1-like transposase, DDE domain",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",42.4812
"10397","WBGene00216092",0,0,0,0,0,"CJA40244","CJA40244","Helix-turn-helix domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10398","WBGene00216093",0,0,0,0.305115126955048,0,"CJA40245","CJA40245","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10399","WBGene00216096",0.064283204026597,0.0604038103448411,0.121936282317611,0,0,"CJA40248","CJA40248","BZIP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10400","WBGene00216097",0,0,0,0,0,"CJA40249","CJA40249","GAGE domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10401","WBGene00216098",0,0,0,0,0,"CJA40250","CJA40250","Plastocyanin-like domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10402","WBGene00216099",0.064283204026597,0.0604038103448411,0,0.0610230253910096,0,"CJA40251","CJA40251","A to I editase domain-containing protein","Adenosine deaminase/editase","adr-2 | WBGene00000080",67.451,"Cbr-adr-2 | WBGene00042332",66.6667,"Cbn-adr-2 | WBGene00139137",64.3137,"Cre-adr-2 | WBGene00072430",65.8824
"10403","WBGene00216100",0,0,0,0,0,"CJA40252","CJA40252","PH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10404","WBGene00216101",0.064283204026597,0,0,0,0.122825316361167,"CJA40253","CJA40253","Carn_acyltransf domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10405","WBGene00216102",0,0,0,0.0610230253910096,0,"CJA40254","CJA40254","PDZ domain-containing protein","PDZ domain, PDZ superfamily","lin-10 | WBGene00002999",98.8701,"Cbr-lin-10 | WBGene00032895",99.435,"Cbn-lin-10.2 | WBGene00152670",99.435,"Cre-lin-10 | WBGene00065421",98.8701
"10406","WBGene00216103",0,0,0,0,0,"CJA40255","CJA40255","HTH_38 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10407","WBGene00216104",0,0,0,0,0.0614126581805837,"Cjp-rib-2","CJA40256","Glyco_transf_64 domain-containing protein","Exostosin-like, Glycosyl transferase 64 domain, Nucleotide-diphospho-sugar transferases","rib-2 | WBGene00004361",86.1111,"Cbr-rib-2 | WBGene00037762",84.2593,"Cbn-rib-2 | WBGene00153288",82.4074,"Cre-rib-2 | WBGene00055814",70.0617
"10408","WBGene00216105",0,0,0,0,0,"CJA40257","CJA40257","BHLH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10409","WBGene00216107",0,0,0,0,0,"CJA40259","CJA40259","HTH_Tnp_Tc3_1 domain-containing protein","Homeobox-like domain superfamily, Tc3 transposase, DNA binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"10410","WBGene00216111",0,0,0,0,0,"CJA40263","CJA40263","","",NA,NA,NA,NA,NA,NA,NA,NA
"10411","WBGene00216112",0,0,0,0,0.122825316361167,"CJA40264","CJA40264","CCHC-type domain-containing protein","Zinc finger, CCHC-type, Aspartic peptidase, active site, Aspartic peptidase domain superfamily, Zinc finger, CCHC-type superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10412","WBGene00216113",0,0.120807620689682,0.182904423476417,0.122046050782019,0,"CJA40265","CJA40265","Endonuclease-reverse transcriptase","",NA,NA,NA,NA,NA,NA,NA,NA
"10413","WBGene00216114",0,0,0,0,0,"CJA40266","CJA40266","Serine/threonine-protein kinase ATM","",NA,NA,NA,NA,NA,NA,NA,NA
"10414","WBGene00216115",0,0.241615241379364,0,0,0,"CJA40267","CJA40267","G_PROTEIN_RECEP_F1_2 domain-containing protein","","srh-2 | WBGene00005228",28.0992,"Cbr-srh-1 | WBGene00041613",21.4876,"CBN21426 | WBGene00160151",23.1405,"Cre-srh-2 | WBGene00082416",25.6198
"10415","WBGene00216116",0,0,0.121936282317611,0,0.491301265444669,"CJA40268","CJA40268","Bestrophin homolog","",NA,NA,NA,NA,NA,NA,NA,NA
"10416","WBGene00216119",0.128566408053194,0,0,0.122046050782019,0,"CJA40271","CJA40271","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10417","WBGene00216120",0,0.54363429310357,0.243872564635222,0.0610230253910096,0,"CJA40272","CJA40272","Myotubularin phosphatase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10418","WBGene00216121",0,0,0,0,0,"CJA40273","CJA40273","Bestrophin homolog","",NA,NA,NA,NA,NA,NA,NA,NA
"10419","WBGene00216123",0,0,0,0,0,"CJA40275","CJA40275","SynN domain-containing protein","Testis-specific protein TEX28/transmembrane and coiled-coil domains protein","C15H9.4 | WBGene00015800",58.5227,"CBG14831 | WBGene00035222",56.25,"CBN17915 | WBGene00156640",59.6591,"CRE00666 | WBGene00051569",59.0909
"10420","WBGene00216125",0,0,0,0,0,"CJA40277","CJA40277","Ion_trans domain-containing protein","Ion transport domain, Voltage-dependent channel domain superfamily, Sodium leak channel NALCN",NA,NA,NA,NA,NA,NA,NA,NA
"10421","WBGene00216127",0,0,0,0,0,"CJA40279","CJA40279","HTH_Tnp_Tc3_1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10422","WBGene00216128",0,0,0,0,0,"CJA40280","CJA40280","Saposin B-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10423","WBGene00216129",0.064283204026597,0,0,0,0,"CJA40281","CJA40281","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10424","WBGene00216133",0.321416020132985,0.0604038103448411,0,0,0,"CJA40285","CJA40285","Shugoshin_C domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10425","WBGene00216135",0,0,0,0,0,"CJA40287","CJA40287","REM-1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10426","WBGene00216137",0.064283204026597,0.0604038103448411,0,0.0610230253910096,0,"CJA40289","CJA40289","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10427","WBGene00216138",0,0,0,0,0,"CJA40290","CJA40290","Histone H2A","Histone H2A, Histone-fold, Histone H2A, C-terminal domain","his-68 | WBGene00001942",95.8333,"CBG10822 | WBGene00032091",80.5556,"Cbn-htas-1 | WBGene00144147",45.8333,"CRE12706 | WBGene00068732",94.4444
"10428","WBGene00216142",0,0.302019051724206,0,0.122046050782019,0,"CJA40294","CJA40294","Integrase catalytic domain-containing protein","Integrase, catalytic core, Ribonuclease H-like superfamily, Ribonuclease H superfamily, Integrase zinc-binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"10429","WBGene00216143",0,0,0,0,0,"CJA40295","CJA40295","tRNA_int_end_N2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10430","WBGene00216147",0.192849612079791,0.120807620689682,0,0,0,"CJA40299","CJA40299","","",NA,NA,NA,NA,NA,NA,NA,NA
"10431","WBGene00216148",0,0,0,0,0,"CJA40300","CJA40300","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily",NA,NA,"CBG12887 | WBGene00033755",87.7863,NA,NA,NA,NA
"10432","WBGene00216152",0,0,0,0,0,"CJA40304","CJA40304","ZM domain-containing protein","",NA,NA,NA,NA,"CBN09963 | WBGene00148688",30.6818,NA,NA
"10433","WBGene00216153",0.385699224159582,0.0604038103448411,0,0.122046050782019,0.0614126581805837,"CJA40305","CJA40305","PHB domain-containing protein",", Coiled-coil domain-containing protein 170-like",NA,NA,NA,NA,NA,NA,NA,NA
"10434","WBGene00216155",0.128566408053194,0,0,0,0,"CJA40307","CJA40307","PHTB1_N domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10435","WBGene00216156",0,0,0,0,0,"CJA40308","CJA40308","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10436","WBGene00216158",0,0,0,0,0,"Cjp-dapk-1","CJA40310","Protein kinase domain-containing protein","Protein kinase domain, Ankyrin repeat, Serine/threonine-protein kinase, active site, Protein kinase-like domain superfamily, Protein kinase, ATP binding site, Ankyrin repeat-containing domain superfamily",NA,NA,NA,NA,"CBN30411 | WBGene00192376",29.4434,NA,NA
"10437","WBGene00216159",0,0,0,0,0,"CJA40311","CJA40311","WW domain-containing protein","Transposase, type 1, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10438","WBGene00216161",0,0,0,0,0,"CJA40313","CJA40313","CCHC-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10439","WBGene00216163",0,0,0,0,0,"CJA40315","CJA40315","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,"CBN30696 | WBGene00192661",50.4,NA,NA
"10440","WBGene00216165",0,0,0,0,0,"CJA40317","CJA40317","50S ribosomal protein L23","",NA,NA,NA,NA,NA,NA,NA,NA
"10441","WBGene00216166",0.257132816106388,0,0,0,0,"CJA40318","CJA40318","KH_dom_type_1 domain-containing protein","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,NA,NA,NA,NA
"10442","WBGene00216167",0,0,0,0,0.368475949083502,"CJA40319","CJA40319","Mariner Mos1 transposase","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10443","WBGene00216169",0.064283204026597,0.181211431034523,0,0,0,"CJA40321","CJA40321","Methyltransf_21 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10444","WBGene00216170",0.064283204026597,0,0,0,0,"CJA40322","CJA40322","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10445","WBGene00216171",0,0,0,0,0,"CJA40323","CJA40323","Polyprotein","",NA,NA,NA,NA,NA,NA,NA,NA
"10446","WBGene00216174",0.192849612079791,0,0.121936282317611,0.122046050782019,0,"CJA40326","CJA40326","SRCR domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10447","WBGene00216175",0,0,0,0,0,"CJA40327","CJA40327","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10448","WBGene00216177",0.064283204026597,0,0.121936282317611,0,0,"CJA40329","CJA40329","PAZ domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10449","WBGene00216179",0,0,0,0,0,"CJA40331","CJA40331","HTH_48 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10450","WBGene00216183",0.321416020132985,0.120807620689682,0,0.0610230253910096,0,"CJA40335","CJA40335","ANK_REP_REGION domain-containing protein","Ankyrin repeat, Transient receptor potential cation channel subfamily V, Ankyrin repeat-containing domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10451","WBGene00216184",0,0,0,0,0,"CJA40336","CJA40336","Small RNA 2'-O-methyltransferase","3'-RNA ribose 2'-O-methyltransferase, Hen1, S-adenosyl-L-methionine-dependent methyltransferase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10452","WBGene00216187",0,0,0,0,0,"CJA40339","CJA40339","DM13 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10453","WBGene00216188",0,0,0,0,0,"CJA40340","CJA40340","Reverse transcriptase domain-containing protein","Retrotransposon, Pao, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily, Epithelial sodium channel",NA,NA,NA,NA,NA,NA,NA,NA
"10454","WBGene00216192",0,0.120807620689682,0.365808846952834,0,0,"CJA40344","CJA40344","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10455","WBGene00216193",0.064283204026597,0.241615241379364,0,0,0,"CJA40345","CJA40345","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10456","WBGene00216194",0,0,0,0.122046050782019,0,"CJA40346","CJA40346","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10457","WBGene00216196",0,0,0,0,0,"CJA40348","CJA40348","HTH_38 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10458","WBGene00216197",0.321416020132985,0.0604038103448411,0,0.305115126955048,0,"CJA40349","CJA40349","CRIB domain-containing protein","CRIB domain, CRIB domain superfamily, CDC42 small effector protein",NA,NA,NA,NA,NA,NA,NA,NA
"10459","WBGene00216198",0,0,0,0,0,"CJA40350","CJA40350","Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5","",NA,NA,NA,NA,NA,NA,NA,NA
"10460","WBGene00216199",0,0,0,0,0,"CJA40351","CJA40351","BLOC-1-related complex subunit 5","",NA,NA,NA,NA,NA,NA,NA,NA
"10461","WBGene00216201",0,0,0,0,0,"CJA40353","CJA40353","AA_permease domain-containing protein","Amino acid/polyamine transporter I","aat-1 | WBGene00000002",91.5789,"Cbr-aat-1 | WBGene00039142",91.5789,"Cbn-aat-1.1 | WBGene00155266",92.1053,"Cre-aat-1 | WBGene00072228",91.0526
"10462","WBGene00216202",0,0.120807620689682,0,0,0,"CJA40354","CJA40354","RNase III domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10463","WBGene00216208",0,0.120807620689682,0,0,0.184237974541751,"CJA40360","CJA40360","BZIP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10464","WBGene00216209",0,0.120807620689682,0,0,0,"CJA40361","CJA40361","Transposable element Tc3 transposase","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10465","WBGene00216214",0.064283204026597,0,0,0,0,"CJA40366","CJA40366","LisH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10466","WBGene00216215",0,0,0.121936282317611,0,0,"CJA40367","CJA40367","Reverse transcriptase domain-containing protein","LDOC1-related, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10467","WBGene00216216",0.128566408053194,0,0.121936282317611,0,0,"CJA40368","CJA40368","HTH_Tnp_Tc3_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10468","WBGene00216219",0,0,0,0,0,"CJA40371","CJA40371","Fibronectin type-III domain-containing protein","Fibronectin type III, Immunoglobulin-like fold, Fibronectin type III superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10469","WBGene00216220",0,0,0,0,0,"CJA40372","CJA40372","CCHC-type domain-containing protein","Zinc finger, CCHC-type, Peptidase A2A, retrovirus, catalytic, Aspartic peptidase domain superfamily, Zinc finger, CCHC-type superfamily",NA,NA,NA,NA,NA,NA,"CRE10737 | WBGene00078367",15.188
"10470","WBGene00216221",0,0,0,0,0,"CJA40373","CJA40373","Major sperm protein",", Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold",NA,NA,NA,NA,NA,NA,NA,NA
"10471","WBGene00216225",0,0,0.121936282317611,0,0,"CJA40377","CJA40377","Transposase","",NA,NA,NA,NA,NA,NA,NA,NA
"10472","WBGene00216226",0,0,0,0.244092101564038,0,"CJA40378","CJA40378","HSac2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10473","WBGene00216227",0,0,0,0,0,"CJA40379","CJA40379","","Histone deacetylase family, Histone deacetylase, Ureohydrolase domain superfamily, Histone deacetylase domain, Histone deacetylase domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10474","WBGene00216228",0,0,0,0.0610230253910096,0,"CJA40380","CJA40380","KID domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10475","WBGene00216231",0,0,0,0,0,"Cjp-sec-6.2","CJA40383","Cullin domain-containing protein","Exocyst complex component EXOC3/Sec6","sec-6 | WBGene00017284",81.1429,"Cbr-sec-6 | WBGene00025439",80.5714,"CBN04075 | WBGene00142800",78.8571,"CRE11765 | WBGene00080204",2.28571
"10476","WBGene00216233",0,0,0,0,0,"CJA40385","CJA40385","Major sperm protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","Y50E8A.2 | WBGene00013047",25.1572,NA,NA,NA,NA,NA,NA
"10477","WBGene00216234",0,0,0,0,0,"CJA40386","CJA40386","HTH_Tnp_Tc3_1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10478","WBGene00216236",0.064283204026597,0.0604038103448411,0,0.0610230253910096,0.0614126581805837,"CJA40388","CJA40388","Carn_acyltransf domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10479","WBGene00216238",0,0,0,0,0,"CJA40390","CJA40390","BLOC-1-related complex subunit 5","",NA,NA,NA,NA,NA,NA,NA,NA
"10480","WBGene00216240",0,0,0,0,0,"CJA40392","CJA40392","PCRF domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10481","WBGene00216241",0,0,0,0,0,"CJA40393","CJA40393","Tyrosine-protein phosphatase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10482","WBGene00216242",0,0,0,0.122046050782019,0,"CJA40394","CJA40394","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,"CRE25525 | WBGene00054971",39.9504
"10483","WBGene00216243",0,0,0,0,0,"CJA40395","CJA40395","DUF19 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10484","WBGene00216244",0.128566408053194,0.0604038103448411,0,0,0,"CJA40396","CJA40396","Glycogen(starch) synthase","",NA,NA,NA,NA,NA,NA,NA,NA
"10485","WBGene00216246",0,0,0,0,0,"CJA40398","CJA40398","HTH_Tnp_Tc3_1 domain-containing protein","Homeobox-like domain superfamily, Tc3 transposase, DNA binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"10486","WBGene00216247",0.064283204026597,0,0.121936282317611,0,0,"CJA40399","CJA40399","DDE_3 domain-containing protein","Ribonuclease H superfamily, Tc1-like transposase, DDE domain",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",50.4545
"10487","WBGene00216248",0,0,0,0,0,"CJA40400","CJA40400","Serpentine receptor class gamma","",NA,NA,NA,NA,NA,NA,NA,NA
"10488","WBGene00216251",0,0,0,0,0,"CJA40403","CJA40403","Phorbol-ester/DAG-type domain-containing protein","Protein of unknown function DUF1280",NA,NA,NA,NA,NA,NA,NA,NA
"10489","WBGene00216253",0.064283204026597,0,0.0609681411588056,0,0,"CJA40405","CJA40405","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10490","WBGene00216254",0,0,0.121936282317611,0.0610230253910096,0.122825316361167,"CJA40406","CJA40406","OB_NTP_bind domain-containing protein","DEAD-box helicase, OB fold",NA,NA,NA,NA,NA,NA,NA,NA
"10491","WBGene00216255",0,0,0,0,0,"CJA40407","CJA40407","HTH_Tnp_Tc3_1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10492","WBGene00216256",0.128566408053194,0,0.121936282317611,0.366138152346058,0.122825316361167,"CJA40408","CJA40408","Kinesin motor domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10493","WBGene00216257",0.064283204026597,0,0,0,0.245650632722335,"CJA40409","CJA40409","NR LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10494","WBGene00216259",0.128566408053194,0.120807620689682,0,0.122046050782019,0,"CJA40411","CJA40411","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10495","WBGene00216261",0,0,0,0,0,"CJA40413","CJA40413","KID domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10496","WBGene00216263",0,0,0,0,0,"CJA40415","CJA40415","NR LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10497","WBGene00216266",0,0,0,0.244092101564038,0,"CJA40418","CJA40418","MH1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10498","WBGene00216267",0,0.0604038103448411,0,0,0.122825316361167,"CJA40419","CJA40419","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10499","WBGene00216268",0,0,0,0,0,"CJA40420","CJA40420","SPK domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10500","WBGene00216271",0.128566408053194,0,0.0609681411588056,0,0,"CJA40423","CJA40423","Pectate lyase","",NA,NA,NA,NA,NA,NA,NA,NA
"10501","WBGene00216272",0,0,0,0,0,"CJA40424","CJA40424","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10502","WBGene00216275",0.128566408053194,0.241615241379364,0.243872564635222,0,0,"CJA40427","CJA40427","G_PROTEIN_RECEP_F1_2 domain-containing protein","Sodium:neurotransmitter symporter, Sodium:neurotransmitter symporter superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10503","WBGene00216277",0.064283204026597,0,0,0,0,"CJA40429","CJA40429","DDE Tnp4 domain-containing protein","Cro/C1-type helix-turn-helix domain, Harbinger transposase-derived nuclease domain",NA,NA,NA,NA,NA,NA,NA,NA
"10504","WBGene00216279",0,0,0,0,0,"CJA40431","CJA40431","RING-type domain-containing protein","",NA,NA,NA,NA,"CBN19523 | WBGene00158248",21.547,"CRE23991 | WBGene00083084",17.1271
"10505","WBGene00216281",0,0,0,0,0,"CJA40433","CJA40433","Neur_chan_LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10506","WBGene00216285",0.128566408053194,0,0,0,0,"CJA40437","CJA40437","Tyrosine-protein phosphatase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10507","WBGene00216290",0,0.0604038103448411,0,0,0,"CJA40442","CJA40442","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Endonuclease/exonuclease/phosphatase, Endonuclease/exonuclease/phosphatase superfamily, DNA/RNA polymerase superfamily",NA,NA,NA,NA,"CBN02039 | WBGene00140764",19.9611,"CRE15163 | WBGene00079716",25.0243
"10508","WBGene00216292",0,0,0,0,0,"CJA40444","CJA40444","Endonuclease-reverse transcriptase","",NA,NA,NA,NA,NA,NA,NA,NA
"10509","WBGene00216293",0,0,0,0.0610230253910096,0,"CJA40445","CJA40445","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10510","WBGene00216297",0.257132816106388,0.241615241379364,0,0,0,"CJA40449","CJA40449","ChSh domain-containing protein","",NA,NA,"CBG01184 | WBGene00024454",41.5584,NA,NA,"CRE17531 | WBGene00080548",0
"10511","WBGene00216299",0,0,0,0,0,"CJA40451","CJA40451","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10512","WBGene00216300",0.128566408053194,0.302019051724206,0.121936282317611,0.183069076173029,0.122825316361167,"CJA40452","CJA40452","SOCS box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10513","WBGene00216307",0.064283204026597,0.0604038103448411,0,0.244092101564038,0.122825316361167,"CJA40459","CJA40459","Histone domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10514","WBGene00216309",0,0,0,0.122046050782019,0,"CJA40461","CJA40461","C2H2-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10515","WBGene00216310",0,0,0,0,0,"CJA40462","CJA40462","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10516","WBGene00216314",0,0,0.0609681411588056,0,0,"CJA40466","CJA40466","Reverse transcriptase domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"10517","WBGene00216318",0.257132816106388,0,0.182904423476417,0.305115126955048,0,"CJA40470","CJA40470","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,"CRE25525 | WBGene00054971",38.4892
"10518","WBGene00216319",0,0,0,0,0,"CJA40471","CJA40471","SIX1_SD domain-containing protein","","Y17D7B.3 | WBGene00012451",34.4186,"CBG23579 | WBGene00041903",33.4884,"CBN10400 | WBGene00149125",12.093,"CRE15679 | WBGene00065916",32.5581
"10519","WBGene00216321",0,0,0,0,0,"CJA40473","CJA40473","HTH_Tnp_Tc3_2 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily, Tc1-like transposase, DDE domain",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",42.4812
"10520","WBGene00216322",0,0.241615241379364,0.121936282317611,0.122046050782019,0.122825316361167,"CJA40474","CJA40474","Helitron_like_N domain-containing protein","Helitron helicase-like domain",NA,NA,NA,NA,NA,NA,NA,NA
"10521","WBGene00216323",0,0,0,0,0,"CJA40475","CJA40475","Peroxin-14","",NA,NA,NA,NA,NA,NA,NA,NA
"10522","WBGene00216327",0,0.0604038103448411,0,0,0.67553923998642,"CJA40479","CJA40479","Endo/exonuclease/phosphatase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10523","WBGene00216329",0,0,0,0,0.0614126581805837,"CJA40481","CJA40481","WSN domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10524","WBGene00216330",0.128566408053194,0,0,0,0,"CJA40482","CJA40482","WASH_WAHD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10525","WBGene00216332",0,0,0,0,0,"CJA40484","CJA40484","39S ribosomal protein L20, mitochondrial","",NA,NA,NA,NA,NA,NA,NA,NA
"10526","WBGene00216333",0,0,0,0,0,"CJA40485","CJA40485","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"10527","WBGene00216334",0,0.0604038103448411,0,0,0,"CJA40486","CJA40486","MATH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
